               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 149,            0.038304,            0.030922,           0.0040372,             0.78128,             0.70707,             0.76823,             0.55371,            0.033137,            0.018721,            0.002033,           0.0060838,           0.0060838,           0.0060838
                 150,            0.038318,            0.030841,            0.003955,             0.77869,             0.71024,             0.76889,             0.55429,            0.033111,            0.018704,           0.0020243,           0.0060419,           0.0060419,           0.0060419
                 151,            0.038331,            0.031038,           0.0040701,             0.78109,             0.70976,             0.76952,             0.55506,            0.033084,            0.018687,           0.0020156,               0.006,               0.006,               0.006
                 152,            0.038225,            0.030882,           0.0039939,             0.78254,             0.70973,             0.77039,             0.55582,             0.03306,            0.018669,            0.002007,           0.0059581,           0.0059581,           0.0059581
                 153,            0.038266,            0.031011,           0.0040261,             0.78441,             0.70916,             0.77129,             0.55659,            0.033034,             0.01865,           0.0019965,           0.0059162,           0.0059162,           0.0059162
                 154,            0.038223,            0.030862,            0.003981,             0.79767,             0.70126,             0.77199,             0.55735,            0.033008,            0.018631,           0.0019867,           0.0058744,           0.0058744,           0.0058744
                 155,            0.038124,            0.030865,           0.0039834,             0.79463,             0.70479,             0.77283,             0.55807,            0.032982,            0.018612,           0.0019766,           0.0058325,           0.0058325,           0.0058325
                 156,            0.038117,             0.03091,            0.003952,              0.7913,             0.70821,             0.77351,             0.55884,            0.032957,            0.018595,           0.0019666,           0.0057907,           0.0057907,           0.0057907
                 157,            0.038072,            0.030776,           0.0039781,             0.78611,             0.71235,             0.77409,             0.55954,            0.032931,            0.018576,           0.0019574,           0.0057488,           0.0057488,           0.0057488
                 158,            0.038084,             0.03083,           0.0039286,             0.78929,             0.71125,             0.77485,             0.56031,            0.032906,            0.018559,           0.0019485,            0.005707,            0.005707,            0.005707
                 159,            0.038052,            0.030711,           0.0039352,             0.78896,             0.71254,             0.77548,             0.56095,            0.032879,             0.01854,             0.00194,           0.0056653,           0.0056653,           0.0056653
                 160,            0.037972,            0.030751,           0.0039555,             0.79952,             0.70666,             0.77621,              0.5615,            0.032854,            0.018522,           0.0019321,           0.0056236,           0.0056236,           0.0056236
                 161,            0.037941,            0.030706,           0.0038965,             0.79995,               0.708,              0.7771,             0.56223,             0.03283,            0.018503,           0.0019224,           0.0055819,           0.0055819,           0.0055819
                 162,             0.03789,            0.030424,           0.0038946,             0.79706,             0.71087,             0.77789,             0.56299,            0.032805,            0.018483,           0.0019128,           0.0055403,           0.0055403,           0.0055403
                 163,            0.037887,            0.030609,           0.0038763,             0.80486,              0.7065,             0.77866,             0.56369,             0.03278,            0.018464,            0.001903,           0.0054987,           0.0054987,           0.0054987
                 164,            0.037903,            0.030599,           0.0039179,             0.80247,             0.70865,              0.7793,             0.56458,            0.032755,            0.018445,           0.0018944,           0.0054571,           0.0054571,           0.0054571
                 165,            0.037814,            0.030591,           0.0038513,             0.80434,             0.70851,             0.77998,             0.56563,            0.032731,            0.018427,           0.0018853,           0.0054157,           0.0054157,           0.0054157
                 166,            0.037853,            0.030562,           0.0038162,             0.80589,             0.70827,             0.78081,              0.5663,            0.032705,            0.018408,           0.0018761,           0.0053743,           0.0053743,           0.0053743
                 167,            0.037838,            0.030649,           0.0038643,             0.80809,             0.70794,             0.78147,              0.5669,            0.032681,            0.018389,           0.0018674,           0.0053329,           0.0053329,           0.0053329
                 168,            0.037751,             0.03059,           0.0038588,             0.81132,             0.70664,             0.78228,             0.56774,            0.032656,            0.018369,           0.0018583,           0.0052917,           0.0052917,           0.0052917
                 169,             0.03777,            0.030528,           0.0038533,             0.79859,             0.71699,             0.78324,             0.56839,            0.032631,            0.018351,           0.0018495,           0.0052505,           0.0052505,           0.0052505
                 170,            0.037809,            0.030595,            0.003841,             0.80232,             0.71544,             0.78418,             0.56924,            0.032608,            0.018334,           0.0018413,           0.0052094,           0.0052094,           0.0052094
                 171,            0.037682,            0.030521,           0.0037885,             0.81308,             0.70893,             0.78493,             0.57011,            0.032583,            0.018315,           0.0018309,           0.0051684,           0.0051684,           0.0051684
                 172,             0.03759,            0.030399,           0.0037603,              0.8107,             0.71141,             0.78579,               0.571,            0.032559,            0.018297,           0.0018198,           0.0051274,           0.0051274,           0.0051274
                 173,            0.037531,            0.030483,           0.0037255,             0.81434,             0.71016,             0.78675,             0.57173,            0.032535,             0.01828,           0.0018098,           0.0050866,           0.0050866,           0.0050866
                 174,            0.037599,            0.030545,           0.0037723,             0.80688,             0.71667,             0.78758,             0.57237,            0.032512,            0.018263,           0.0018006,           0.0050459,           0.0050459,           0.0050459
                 175,            0.037569,            0.030238,           0.0037338,             0.82125,              0.7084,             0.78862,             0.57327,            0.032487,            0.018246,           0.0017901,           0.0050052,           0.0050052,           0.0050052
                 176,            0.037546,            0.030258,           0.0036423,             0.82074,             0.70949,              0.7895,             0.57397,            0.032462,             0.01823,           0.0017809,           0.0049647,           0.0049647,           0.0049647
                 177,            0.037503,            0.030213,           0.0037663,             0.81453,             0.71453,             0.79015,              0.5745,            0.032438,            0.018214,           0.0017725,           0.0049243,           0.0049243,           0.0049243
                 178,            0.037373,            0.030174,            0.003646,             0.80782,             0.72005,             0.79091,             0.57516,            0.032413,            0.018196,           0.0017636,            0.004884,            0.004884,            0.004884
                 179,            0.037404,            0.030253,           0.0036789,             0.80523,             0.72303,             0.79175,              0.5759,            0.032388,            0.018179,           0.0017541,           0.0048439,           0.0048439,           0.0048439
                 180,            0.037348,            0.030253,           0.0036081,             0.80931,             0.72108,             0.79259,             0.57655,            0.032362,            0.018162,           0.0017447,           0.0048038,           0.0048038,           0.0048038
                 181,            0.037477,            0.030307,           0.0036775,             0.80141,             0.72761,             0.79323,             0.57751,            0.032337,            0.018147,           0.0017353,           0.0047639,           0.0047639,           0.0047639
                 182,             0.03744,            0.030088,           0.0036734,             0.80705,             0.72469,             0.79399,             0.57846,            0.032313,            0.018129,            0.001726,           0.0047242,           0.0047242,           0.0047242
                 183,            0.037335,            0.030109,           0.0036718,             0.81733,             0.71895,              0.7949,             0.57914,             0.03229,             0.01811,           0.0017174,           0.0046845,           0.0046845,           0.0046845
                 184,            0.037299,            0.030138,           0.0036122,             0.81471,             0.72202,             0.79576,             0.57999,            0.032267,            0.018091,            0.001708,            0.004645,            0.004645,            0.004645
                 185,            0.037234,            0.030125,           0.0036651,             0.80667,             0.72931,             0.79673,             0.58086,            0.032242,            0.018072,           0.0016984,           0.0046057,           0.0046057,           0.0046057
                 186,            0.037237,            0.030058,           0.0036202,             0.80652,             0.73085,             0.79761,             0.58162,            0.032216,            0.018052,           0.0016891,           0.0045665,           0.0045665,           0.0045665
                 187,            0.037176,            0.030107,           0.0035428,             0.81194,             0.72819,             0.79825,             0.58245,            0.032192,            0.018032,           0.0016796,           0.0045275,           0.0045275,           0.0045275
                 188,            0.037124,            0.030106,            0.003569,             0.81379,             0.72819,             0.79907,             0.58321,            0.032167,            0.018011,           0.0016703,           0.0044886,           0.0044886,           0.0044886
                 189,            0.037181,            0.030087,           0.0035491,             0.81273,             0.73004,             0.79983,              0.5841,            0.032142,             0.01799,           0.0016607,           0.0044499,           0.0044499,           0.0044499
                 190,              0.0371,            0.029938,           0.0035109,             0.81718,             0.72797,             0.80065,              0.5847,            0.032118,            0.017967,           0.0016506,           0.0044114,           0.0044114,           0.0044114
                 191,            0.037082,            0.029907,           0.0034848,             0.80881,             0.73544,             0.80153,             0.58551,            0.032093,            0.017948,           0.0016411,           0.0043731,           0.0043731,           0.0043731
                 192,            0.036996,            0.029806,           0.0035684,             0.81546,             0.73181,             0.80237,             0.58613,            0.032068,            0.017927,            0.001631,           0.0043349,           0.0043349,           0.0043349
                 193,            0.037053,            0.029949,           0.0035399,             0.81686,             0.73195,             0.80317,             0.58684,            0.032044,            0.017905,           0.0016208,           0.0042969,           0.0042969,           0.0042969
                 194,            0.036912,            0.029829,           0.0035037,             0.81441,             0.73483,             0.80395,             0.58755,             0.03202,            0.017884,           0.0016112,           0.0042591,           0.0042591,           0.0042591
                 195,            0.036994,            0.029954,           0.0034466,             0.81934,             0.73222,             0.80457,             0.58841,            0.031994,            0.017864,           0.0016013,           0.0042215,           0.0042215,           0.0042215
                 196,            0.036854,            0.029867,           0.0034496,               0.815,             0.73699,             0.80557,             0.58916,            0.031969,            0.017844,           0.0015917,            0.004184,            0.004184,            0.004184
                 197,            0.036821,             0.02974,           0.0034677,             0.81762,             0.73637,             0.80637,              0.5899,            0.031944,            0.017822,           0.0015821,           0.0041468,           0.0041468,           0.0041468
                 198,             0.03679,            0.029766,           0.0034416,             0.82174,             0.73445,             0.80702,              0.5908,             0.03192,            0.017801,            0.001573,           0.0041098,           0.0041098,           0.0041098
                 199,            0.036805,             0.02975,           0.0033787,             0.82197,             0.73571,              0.8078,             0.59147,            0.031896,            0.017781,           0.0015626,            0.004073,            0.004073,            0.004073
                 200,            0.036677,            0.029663,           0.0034194,             0.81985,             0.73814,             0.80871,              0.5922,             0.03187,             0.01776,           0.0015527,           0.0040364,           0.0040364,           0.0040364
                 201,            0.036729,            0.029774,           0.0034351,             0.82066,             0.73869,             0.80953,             0.59297,            0.031845,             0.01774,           0.0015428,               0.004,               0.004,               0.004
                 202,            0.036736,            0.029741,           0.0033832,             0.82156,             0.73957,             0.81043,             0.59374,             0.03182,             0.01772,           0.0015329,           0.0039638,           0.0039638,           0.0039638
                 203,             0.03667,            0.029686,           0.0033085,             0.82682,             0.73711,             0.81125,             0.59453,            0.031795,            0.017702,           0.0015226,           0.0039279,           0.0039279,           0.0039279
                 204,            0.036683,            0.029766,           0.0033502,             0.82768,             0.73796,             0.81223,             0.59538,             0.03177,            0.017682,           0.0015127,           0.0038922,           0.0038922,           0.0038922
                 205,            0.036636,            0.029663,           0.0033612,             0.81927,             0.74499,             0.81297,             0.59615,            0.031746,            0.017662,           0.0015031,           0.0038567,           0.0038567,           0.0038567
                 206,            0.036588,            0.029514,           0.0033947,             0.82491,             0.74214,             0.81381,             0.59691,            0.031722,            0.017641,           0.0014941,           0.0038214,           0.0038214,           0.0038214
                 207,            0.036476,            0.029568,           0.0033079,             0.82539,             0.74304,             0.81469,             0.59783,            0.031695,             0.01762,            0.001485,           0.0037864,           0.0037864,           0.0037864
                 208,             0.03645,            0.029587,           0.0033125,             0.82882,             0.74153,             0.81548,             0.59883,            0.031669,            0.017598,           0.0014755,           0.0037517,           0.0037517,           0.0037517
                 209,            0.036422,            0.029408,           0.0033154,             0.82523,             0.74526,             0.81622,             0.59963,            0.031643,            0.017577,           0.0014671,           0.0037171,           0.0037171,           0.0037171
                 210,            0.036373,            0.029482,           0.0033028,             0.82725,             0.74459,             0.81698,             0.60035,            0.031616,            0.017555,           0.0014578,           0.0036829,           0.0036829,           0.0036829
                 211,            0.036387,            0.029404,           0.0032709,             0.82743,             0.74558,             0.81778,             0.60122,            0.031592,            0.017535,            0.001448,           0.0036489,           0.0036489,           0.0036489
                 212,            0.036429,            0.029509,           0.0032069,             0.82934,             0.74594,             0.81868,             0.60192,            0.031566,            0.017515,           0.0014387,           0.0036151,           0.0036151,           0.0036151
                 213,            0.036414,            0.029376,           0.0033441,             0.83195,             0.74499,             0.81941,             0.60262,            0.031541,            0.017496,           0.0014291,           0.0035816,           0.0035816,           0.0035816
                 214,            0.036351,            0.029412,           0.0032764,             0.83661,             0.74266,             0.81996,             0.60341,            0.031515,            0.017474,           0.0014197,           0.0035484,           0.0035484,           0.0035484
                 215,            0.036268,            0.029254,           0.0032313,             0.83703,             0.74395,             0.82082,             0.60426,            0.031488,            0.017451,           0.0014099,           0.0035154,           0.0035154,           0.0035154
                 216,            0.036243,            0.029424,           0.0032336,             0.83889,             0.74395,             0.82166,             0.60502,            0.031463,             0.01743,           0.0014001,           0.0034827,           0.0034827,           0.0034827
                 217,            0.036194,            0.029302,           0.0032109,             0.83124,             0.75048,              0.8224,              0.6059,            0.031436,            0.017408,           0.0013901,           0.0034503,           0.0034503,           0.0034503
                 218,            0.036164,            0.029254,           0.0031535,             0.83621,             0.74855,             0.82331,             0.60669,            0.031411,            0.017387,           0.0013806,           0.0034182,           0.0034182,           0.0034182
                 219,            0.036114,            0.029194,           0.0031309,             0.83542,             0.75093,             0.82424,             0.60723,            0.031386,            0.017367,           0.0013711,           0.0033863,           0.0033863,           0.0033863
                 220,            0.036091,            0.029245,           0.0031847,             0.83534,             0.75256,             0.82504,             0.60814,            0.031361,            0.017345,           0.0013619,           0.0033548,           0.0033548,           0.0033548
                 221,            0.036096,            0.029294,           0.0031574,             0.83745,             0.75248,              0.8259,             0.60881,            0.031335,            0.017324,           0.0013527,           0.0033235,           0.0033235,           0.0033235
                 222,            0.036048,            0.029106,            0.003112,              0.8427,             0.74976,             0.82672,             0.60984,            0.031308,            0.017303,           0.0013429,           0.0032925,           0.0032925,           0.0032925
                 223,            0.036041,             0.02921,           0.0030988,             0.83995,             0.75274,             0.82749,             0.61053,            0.031282,            0.017281,           0.0013325,           0.0032618,           0.0032618,           0.0032618
                 224,            0.035945,            0.028975,           0.0030866,             0.83448,             0.75774,              0.8284,             0.61129,            0.031256,            0.017262,           0.0013226,           0.0032314,           0.0032314,           0.0032314
                 225,            0.035963,            0.029061,           0.0030811,             0.83469,             0.75922,             0.82944,             0.61203,            0.031229,             0.01724,           0.0013125,           0.0032013,           0.0032013,           0.0032013
                 226,            0.035889,            0.028958,           0.0030995,             0.84771,             0.75139,             0.82986,             0.61283,            0.031203,             0.01722,           0.0013032,           0.0031716,           0.0031716,           0.0031716
                 227,            0.035848,            0.028972,           0.0030687,             0.84758,             0.75278,             0.83065,             0.61362,            0.031177,            0.017201,           0.0012939,           0.0031421,           0.0031421,           0.0031421
                 228,            0.035897,            0.028972,           0.0031012,             0.83831,             0.76029,             0.83133,             0.61438,            0.031151,            0.017178,           0.0012849,            0.003113,            0.003113,            0.003113
                 229,             0.03584,            0.029008,           0.0030844,             0.83871,             0.76166,              0.8322,             0.61544,            0.031126,            0.017158,           0.0012764,           0.0030841,           0.0030841,           0.0030841
                 230,            0.035759,            0.029062,           0.0030661,             0.84041,             0.76161,             0.83303,             0.61616,            0.031102,            0.017135,           0.0012679,           0.0030556,           0.0030556,           0.0030556
                 231,             0.03575,            0.028901,           0.0029757,             0.84666,             0.75886,             0.83384,             0.61704,            0.031076,            0.017114,           0.0012585,           0.0030274,           0.0030274,           0.0030274
                 232,            0.035843,            0.028909,           0.0030079,             0.84649,             0.75996,             0.83443,             0.61782,            0.031051,            0.017095,           0.0012499,           0.0029996,           0.0029996,           0.0029996
                 233,            0.035726,            0.028943,           0.0029912,             0.84536,             0.76184,             0.83516,              0.6187,            0.031026,            0.017073,            0.001241,            0.002972,            0.002972,            0.002972
                 234,            0.035599,            0.028815,           0.0029743,             0.84737,             0.76173,             0.83591,             0.61951,            0.031001,            0.017055,           0.0012321,           0.0029448,           0.0029448,           0.0029448
                 235,            0.035605,            0.028827,           0.0029283,             0.84849,             0.76261,             0.83668,             0.62028,            0.030976,            0.017036,           0.0012229,           0.0029179,           0.0029179,           0.0029179
                 236,             0.03562,            0.028852,           0.0029436,             0.85186,             0.76083,              0.8374,             0.62094,            0.030951,            0.017014,           0.0012132,           0.0028914,           0.0028914,           0.0028914
                 237,            0.035572,            0.028729,             0.00293,             0.85167,             0.76231,             0.83828,              0.6217,            0.030925,            0.016988,           0.0012036,           0.0028652,           0.0028652,           0.0028652
                 238,            0.035543,            0.028841,            0.002924,             0.84512,             0.76878,             0.83907,             0.62265,            0.030901,            0.016967,           0.0011959,           0.0028394,           0.0028394,           0.0028394
                 239,            0.035529,            0.028651,           0.0029223,             0.84825,             0.76825,             0.83988,             0.62333,            0.030877,            0.016946,           0.0011876,           0.0028139,           0.0028139,           0.0028139
                 240,            0.035413,            0.028576,           0.0029083,             0.85082,             0.76767,             0.84063,             0.62417,            0.030852,            0.016924,           0.0011791,           0.0027887,           0.0027887,           0.0027887
                 241,            0.035479,            0.028665,           0.0029264,             0.84672,             0.77174,             0.84139,             0.62491,            0.030826,            0.016901,           0.0011712,           0.0027639,           0.0027639,           0.0027639
                 242,            0.035372,            0.028634,           0.0028146,             0.85611,             0.76613,             0.84204,             0.62554,            0.030801,             0.01688,           0.0011625,           0.0027395,           0.0027395,           0.0027395
                 243,            0.035351,            0.028611,           0.0028494,             0.85871,             0.76557,             0.84295,             0.62636,            0.030775,             0.01686,           0.0011535,           0.0027154,           0.0027154,           0.0027154
                 244,            0.035363,            0.028547,           0.0028529,             0.85787,             0.76747,             0.84377,             0.62717,            0.030749,            0.016835,           0.0011446,           0.0026917,           0.0026917,           0.0026917
                 245,            0.035342,            0.028539,            0.002854,             0.85492,             0.77097,              0.8445,             0.62789,            0.030724,            0.016812,           0.0011364,           0.0026683,           0.0026683,           0.0026683
                 246,            0.035295,            0.028453,            0.002827,             0.85423,             0.77227,             0.84524,              0.6286,            0.030699,            0.016787,           0.0011277,           0.0026453,           0.0026453,           0.0026453
                 247,            0.035326,            0.028577,           0.0028897,             0.85649,             0.77192,             0.84598,             0.62928,            0.030674,            0.016763,           0.0011197,           0.0026227,           0.0026227,           0.0026227
                 248,            0.035212,            0.028485,           0.0028237,             0.85611,               0.774,             0.84689,             0.63015,            0.030648,            0.016738,           0.0011114,           0.0026004,           0.0026004,           0.0026004
                 249,             0.03524,            0.028479,           0.0027882,             0.85366,             0.77712,             0.84762,             0.63097,            0.030622,            0.016716,           0.0011031,           0.0025785,           0.0025785,           0.0025785
                 250,            0.035129,            0.028387,           0.0027713,             0.85597,              0.7767,             0.84844,             0.63187,            0.030596,            0.016693,            0.001095,            0.002557,            0.002557,            0.002557
                 251,             0.03515,            0.028425,           0.0027579,             0.86153,             0.77432,             0.84914,             0.63253,            0.030573,             0.01667,            0.001087,           0.0025359,           0.0025359,           0.0025359
                 252,            0.035135,            0.028254,           0.0027163,             0.86139,             0.77545,             0.84976,             0.63332,            0.030549,            0.016647,           0.0010793,           0.0025151,           0.0025151,           0.0025151
                 253,            0.035151,            0.028389,           0.0027515,             0.85814,             0.77915,             0.85049,             0.63415,            0.030525,            0.016625,            0.001071,           0.0024948,           0.0024948,           0.0024948
                 254,            0.035095,            0.028191,           0.0027242,             0.85817,             0.78023,             0.85128,             0.63476,            0.030502,              0.0166,           0.0010633,           0.0024748,           0.0024748,           0.0024748
                 255,            0.034998,             0.02827,           0.0027029,             0.86256,             0.77789,             0.85204,             0.63553,            0.030478,            0.016577,           0.0010553,           0.0024552,           0.0024552,           0.0024552
                 256,             0.03502,            0.028216,           0.0026887,              0.8632,             0.77833,             0.85289,             0.63603,            0.030456,            0.016555,           0.0010472,            0.002436,            0.002436,            0.002436
                 257,            0.035043,            0.028118,           0.0027511,              0.8573,             0.78397,             0.85358,             0.63689,            0.030431,             0.01653,           0.0010398,           0.0024172,           0.0024172,           0.0024172
                 258,             0.03499,            0.028287,           0.0026528,             0.86381,             0.78046,             0.85435,             0.63764,            0.030408,            0.016506,           0.0010317,           0.0023987,           0.0023987,           0.0023987
                 259,            0.034943,            0.028156,            0.002664,             0.86407,             0.78175,             0.85512,             0.63817,            0.030383,            0.016482,           0.0010249,           0.0023807,           0.0023807,           0.0023807
                 260,            0.034883,             0.02815,           0.0027003,             0.86182,             0.78429,             0.85565,             0.63874,             0.03036,            0.016459,           0.0010181,           0.0023631,           0.0023631,           0.0023631
                 261,            0.034874,            0.027996,           0.0026703,             0.86387,             0.78339,             0.85626,              0.6395,            0.030336,            0.016437,           0.0010117,           0.0023458,           0.0023458,           0.0023458
                 262,             0.03494,             0.02805,            0.002673,             0.86494,             0.78314,             0.85692,             0.64023,            0.030312,            0.016415,           0.0010049,            0.002329,            0.002329,            0.002329
                 263,            0.034733,              0.0281,           0.0026267,             0.86706,             0.78269,             0.85767,             0.64118,            0.030289,            0.016396,          0.00099821,           0.0023125,           0.0023125,           0.0023125
                 264,             0.03483,            0.028069,           0.0026503,             0.86335,             0.78635,             0.85827,             0.64169,            0.030265,            0.016376,          0.00099191,           0.0022965,           0.0022965,           0.0022965
                 265,            0.034758,            0.027886,           0.0025704,             0.86433,             0.78692,             0.85896,             0.64248,            0.030241,            0.016352,           0.0009853,           0.0022809,           0.0022809,           0.0022809
                 266,            0.034787,            0.028046,           0.0026453,             0.87196,             0.78237,             0.85974,             0.64299,            0.030218,             0.01633,           0.0009795,           0.0022657,           0.0022657,           0.0022657
                 267,            0.034759,            0.028003,           0.0026131,             0.86791,             0.78658,             0.86039,             0.64362,            0.030193,             0.01631,          0.00097365,           0.0022509,           0.0022509,           0.0022509
                 268,            0.034706,            0.028041,           0.0025639,             0.86734,              0.7879,             0.86094,             0.64434,            0.030169,            0.016289,          0.00096761,           0.0022365,           0.0022365,           0.0022365
                 269,            0.034794,            0.027909,           0.0025983,              0.8707,             0.78623,             0.86152,             0.64515,            0.030145,            0.016267,          0.00096167,           0.0022225,           0.0022225,           0.0022225
                 270,            0.034707,             0.02794,           0.0025849,              0.8738,             0.78506,             0.86202,             0.64579,            0.030121,            0.016245,          0.00095606,           0.0022089,           0.0022089,           0.0022089
                 271,             0.03473,            0.027954,           0.0025888,             0.87074,             0.78834,             0.86262,             0.64654,            0.030097,            0.016224,          0.00094959,           0.0021958,           0.0021958,           0.0021958
                 272,            0.034678,            0.027919,           0.0025815,             0.87078,             0.78946,             0.86329,             0.64711,            0.030074,            0.016203,          0.00094379,            0.002183,            0.002183,            0.002183
                 273,            0.034696,            0.027944,           0.0026263,             0.87177,             0.79001,             0.86383,             0.64776,            0.030051,            0.016183,          0.00093939,           0.0021707,           0.0021707,           0.0021707
                 274,            0.034677,             0.02792,           0.0026005,             0.87381,             0.78962,              0.8643,             0.64827,            0.030029,            0.016164,          0.00093418,           0.0021588,           0.0021588,           0.0021588
                 275,            0.034584,            0.027776,           0.0025288,             0.87739,             0.78763,             0.86472,             0.64878,            0.030006,            0.016144,          0.00092894,           0.0021473,           0.0021473,           0.0021473
                 276,            0.034596,            0.027701,           0.0025553,             0.87235,             0.79253,             0.86512,             0.64953,            0.029982,            0.016122,          0.00092391,           0.0021363,           0.0021363,           0.0021363
                 277,            0.034565,            0.027842,           0.0025155,             0.87216,             0.79371,             0.86571,             0.65009,            0.029961,            0.016103,          0.00091852,           0.0021257,           0.0021257,           0.0021257
                 278,            0.034499,            0.027807,           0.0025254,             0.87414,              0.7932,             0.86627,             0.65053,            0.029938,            0.016084,          0.00091332,           0.0021155,           0.0021155,           0.0021155
                 279,            0.034597,            0.027904,           0.0025391,             0.87538,             0.79363,              0.8671,             0.65116,            0.029915,            0.016062,          0.00090735,           0.0021057,           0.0021057,           0.0021057
                 280,            0.034406,            0.027732,            0.002523,             0.87785,             0.79277,             0.86774,             0.65171,            0.029892,            0.016041,          0.00090201,           0.0020963,           0.0020963,           0.0020963
                 281,            0.034548,             0.02777,           0.0025066,             0.87459,             0.79621,             0.86838,             0.65263,            0.029869,             0.01602,          0.00089683,           0.0020874,           0.0020874,           0.0020874
                 282,            0.034477,            0.027771,           0.0025175,             0.87767,             0.79461,             0.86878,             0.65304,            0.029847,            0.016001,          0.00089168,           0.0020789,           0.0020789,           0.0020789
                 283,            0.034573,            0.027716,           0.0024732,              0.8814,             0.79263,             0.86918,             0.65388,            0.029825,            0.015982,          0.00088687,           0.0020709,           0.0020709,           0.0020709
                 284,            0.034409,            0.027596,           0.0024737,             0.87498,             0.79851,             0.86985,              0.6546,            0.029802,            0.015962,          0.00088163,           0.0020632,           0.0020632,           0.0020632
                 285,             0.03441,            0.027591,           0.0024858,             0.87841,             0.79718,             0.87045,             0.65527,            0.029781,            0.015944,          0.00087679,            0.002056,            0.002056,            0.002056
                 286,            0.034402,            0.027738,           0.0024419,             0.87885,             0.79785,             0.87116,             0.65572,            0.029759,            0.015925,          0.00087187,           0.0020492,           0.0020492,           0.0020492
                 287,            0.034396,            0.027634,           0.0024317,              0.8811,             0.79704,             0.87151,             0.65633,            0.029736,            0.015903,          0.00086687,           0.0020429,           0.0020429,           0.0020429
                 288,            0.034374,            0.027596,           0.0024537,             0.88094,             0.79822,             0.87194,             0.65678,            0.029715,            0.015886,          0.00086223,            0.002037,            0.002037,            0.002037
                 289,            0.034383,             0.02767,           0.0024948,              0.8827,             0.79751,             0.87255,             0.65749,            0.029695,             0.01587,          0.00085768,           0.0020315,           0.0020315,           0.0020315
                 290,            0.034373,            0.027526,           0.0024721,             0.88542,              0.7967,             0.87314,             0.65807,            0.029675,            0.015854,          0.00085322,           0.0020265,           0.0020265,           0.0020265
                 291,            0.034363,            0.027628,           0.0024531,             0.88929,             0.79439,             0.87356,             0.65858,            0.029655,            0.015838,          0.00084886,           0.0020219,           0.0020219,           0.0020219
                 292,            0.034335,            0.027685,           0.0024849,             0.88998,             0.79465,             0.87418,             0.65921,            0.029634,            0.015821,          0.00084442,           0.0020178,           0.0020178,           0.0020178
                 293,            0.034338,            0.027578,           0.0024481,             0.89129,             0.79465,             0.87471,             0.65942,            0.029614,            0.015803,          0.00084018,            0.002014,            0.002014,            0.002014
                 294,            0.034304,            0.027621,           0.0024465,              0.8973,             0.79095,             0.87506,             0.65987,            0.029596,            0.015784,          0.00083674,           0.0020107,           0.0020107,           0.0020107
                 295,            0.034235,            0.027476,           0.0024329,             0.88814,             0.79819,             0.87542,             0.66028,            0.029578,            0.015768,          0.00083253,           0.0020079,           0.0020079,           0.0020079
                 296,            0.034254,            0.027479,           0.0024222,              0.8973,             0.79232,              0.8757,             0.66071,            0.029559,            0.015752,          0.00082894,           0.0020055,           0.0020055,           0.0020055
                 297,            0.034337,             0.02745,            0.002465,             0.89513,             0.79442,             0.87608,             0.66128,            0.029541,            0.015736,          0.00082517,           0.0020035,           0.0020035,           0.0020035
                 298,            0.034269,             0.02754,           0.0024299,             0.89186,             0.79711,             0.87646,             0.66199,            0.029523,            0.015724,          0.00082173,            0.002002,            0.002002,            0.002002
                 299,            0.034325,            0.027584,           0.0024246,             0.88985,             0.79946,             0.87687,             0.66259,            0.029503,            0.015702,          0.00081765,           0.0020009,           0.0020009,           0.0020009
